0.729	0.081	0.081	0.081	0.009	0.009	0.009	0.001
0.009	0.001	0.081	0.081	0.009	0.009	0.729	0.081
0.009	0.001	0.081	0.081	0.009	0.009	0.729	0.081
0.001	0.009	0.009	0.081	0.009	0.081	0.081	0.729
0.081	0.009	0.009	0.001	0.729	0.081	0.081	0.009
0.081	0.009	0.009	0.001	0.729	0.081	0.081	0.009
0.081	0.009	0.009	0.001	0.729	0.081	0.081	0.009
0.009	0.081	0.001	0.009	0.081	0.729	0.009	0.081
